,pen-global,breast-cancer,letter,pen-local,annthyroid,satellite
BSVClassifier,0.9999 ± 0.0001,0.9999 ± 0.0003,0.9746 ± 0.0170,0.9994 ± 0.0007,0.9673 ± 0.0038,0.9989 ± 0.0001
