,pen-global,breast-cancer,letter,pen-local,annthyroid,satellite,shuttle
OneClassSVM,0.9931 ± 0.0059,0.9995 ± 0.0000,0.9601 ± 0.0135,0.9992 ± 0.0010,0.9646 ± 0.0013,0.9980 ± 0.0007,0.9996 ± 0.0000
