,pen-global,breast-cancer,letter,pen-local,annthyroid,satellite
BSVClassifier,0.9996 ± 0.0009,0.9955 ± 0.0092,0.8080 ± 0.1360,0.7445 ± 0.1723,0.5147 ± 0.0361,0.9395 ± 0.0054
