,pen-global,breast-cancer,letter,pen-local,annthyroid,satellite,shuttle
OneClassSVM,0.9494 ± 0.0391,0.9793 ± 0.0012,0.6585 ± 0.0798,0.7144 ± 0.2516,0.4933 ± 0.0137,0.9137 ± 0.0284,0.9865 ± 0.0003
